FLUJOS DE CAJA DEL FONDO,
(IMPORTES EN EUROS)
TACP = 11,00%,
14.962.469,20 2.955.929,89 0,00 110.408,25 0,00 18.028.807,34
14.548.839,43 2.833.745,52 0,00 109.727,62 0,00 17.492.312,57
14.143.895,40 2.717.286,18 0,00 107.933,98 0,00 16.969.115,56
13.637.328,86 2.602.450,90 0,00 105.905,04 0,00 16.345.684,80
13.058.723,14 2.494.056,21 0,00 104.342,51 0,00 15.657.121,87
12.586.836,03 2.387.811,23 0,00 103.280,88 0,00 15.077.928,14
12.217.228,88 2.287.030,78 0,00 103.447,61 0,00 14.607.707,27
11.767.581,90 2.187.952,68 0,00 102.538,88 0,00 14.058.073,47
11.186.763,19 2.094.561,32 0,00 99.095,25 0,00 13.380.419,76
10.861.292,31 2.003.415,82 0,00 99.437,84 0,00 12.964.145,96
10.547.689,66 1.916.350,94 0,00 99.700,77 0,00 12.563.741,38
10.160.398,32 1.830.895,90 0,00 98.924,73 0,00 12.090.218,95
9.660.002,13 1.750.158,25 0,00 95.728,58 0,00 11.505.888,96
9.371.650,07 1.671.566,26 0,00 96.125,25 0,00 11.139.341,59
9.088.657,20 1.596.385,62 0,00 96.437,82 0,00 10.781.480,64
8.743.019,85 1.522.862,95 0,00 95.755,55 0,00 10.361.638,35
8.296.625,57 1.453.325,03 0,00 92.751,56 0,00 9.842.702,16
172.778.620,95 1.386.055,36 0,00 93.110,14 14.025.000,00 188.282.786,46
