Flujos de caja por Bono con TACP del 8%
Constitución 25-may-06 Bonos 750.000.000 Bonos 1er periodo Resto periodos
Desembolso 31-may-06 Tramo A 700.100.000 Tramo A 3,021% 2,929%
1ª Fecha Pago 23-oct-06 Tramo B 28.900.000 Tramo B 3,171% 3,079%
Tramo C 21.000.000 Tramo C 3,471% 3,379%,,,,,
,Bonos del Tramo A,,Bonos del Tramo B,,Bonos del Tramo C
Fecha
Pago,Saldo Vivo Principal
al final periodo amortizado Intereses,,Saldo Vivo Principal
al final periodo amortizado Intereses,,Saldo Vivo Principal
al final periodo amortizado Intereses
23-oct-06 95.978,97 4.021,03 1.216,95 100.000,00 0,00 1.277,37 100.000,00 0,00 1.398,20
22-jul-10 60.421,64 1.987,49 462,07 100.000,00 0,00 778,30 100.000,00 0,00 854,14
22-oct-10 58.483,12 1.938,52 452,27 100.000,00 0,00 786,86 100.000,00 0,00 863,52
22-ene-11 56.591,64 1.891,48 437,76 100.000,00 0,00 786,86 100.000,00 0,00 863,52
22-abr-11 54.746,74 1.844,90 414,39 100.000,00 0,00 769,75 100.000,00 0,00 844,75
22-jul-11 52.947,64 1.799,10 405,34 100.000,00 0,00 778,30 100.000,00 0,00 854,14
22-oct-11 51.193,16 1.754,48 396,32 100.000,00 0,00 786,86 100.000,00 0,00 863,52
22-ene-12 49.482,09 1.711,07 383,19 100.000,00 0,00 786,86 100.000,00 0,00 863,52
22-abr-12 47.813,18 1.668,91 366,36 100.000,00 0,00 778,30 100.000,00 0,00 854,14
22-jul-12 46.218,73 1.594,45 354,00 99.531,63 468,37 778,30 99.531,63 468,37 854,14
22-oct-12 44.842,69 1.376,04 345,96 96.568,35 2.963,28 783,17 96.568,35 2.963,28 859,48
22-ene-13 43.500,76 1.341,94 335,66 93.678,50 2.889,85 759,85 93.678,50 2.889,85 833,89
22-abr-13 42.192,24 1.308,52 318,53 90.860,61 2.817,89 721,09 90.860,61 2.817,89 791,35
22-jul-13 40.916,54 1.275,69 312,39 88.113,42 2.747,20 707,17 88.113,42 2.747,20 776,07
22-oct-13 39.672,86 1.243,68 306,27 85.435,15 2.678,26 693,33 85.435,15 2.678,26 760,88
22-ene-14 38.460,93 1.211,93 296,96 82.825,28 2.609,88 672,25 82.825,28 2.609,88 737,75
22-abr-14 37.280,49 1.180,44 281,63 80.283,20 2.542,07 637,55 80.283,20 2.542,07 699,67
22-jul-14 36.130,39 1.150,09 276,02 77.806,48 2.476,72 624,85 77.806,48 2.476,72 685,73
22-oct-14 35.010,03 1.120,36 270,44 75.393,80 2.412,69 612,22 75.393,80 2.412,69 671,88
22-ene-15 33.918,46 1.091,57 262,06 73.043,10 2.350,70 593,24 73.043,10 2.350,70 651,04
22-abr-15 32.854,80 1.063,66 248,37 70.752,52 2.290,58 562,25 70.752,52 2.290,58 617,03
22-jul-15 31.818,43 1.036,37 243,25 68.520,71 2.231,81 550,67 68.520,71 2.231,81 604,32
22-oct-15 30.808,75 1.009,69 238,17 66.346,36 2.174,35 539,16 66.346,36 2.174,35 591,69
22-ene-16 29.824,71 984,03 230,61 64.227,25 2.119,11 522,05 64.227,25 2.119,11 572,92
22-abr-16 28.866,10 958,61 220,82 62.162,89 2.064,36 499,88 62.162,89 2.064,36 548,59
22-jul-16 27.932,56 933,54 213,72 60.152,53 2.010,36 483,82 60.152,53 2.010,36 530,96
22-oct-16 27.023,68 908,89 209,08 58.195,25 1.957,28 473,31 58.195,25 1.957,28 519,43
22-ene-17 26.138,80 884,88 202,28 56.289,67 1.905,58 457,91 56.289,67 1.905,58 502,53
22-abr-17 25.277,74 861,05 191,40 54.435,40 1.854,27 433,29 54.435,40 1.854,27 475,51
22-jul-17 24.439,59 838,15 187,15 52.630,44 1.804,96 423,67 52.630,44 1.804,96 464,95
22-oct-17 23.623,54 816,05 182,94 50.873,10 1.757,35 414,13 50.873,10 1.757,35 454,48
22-ene-18 22.828,82 794,72 176,83 49.161,67 1.711,43 400,30 49.161,67 1.711,43 439,30
22-abr-18 22.055,10 773,72 167,16 47.495,47 1.666,20 378,42 47.495,47 1.666,20 415,29
22-jul-18 21.302,14 752,96 163,29 45.873,97 1.621,50 369,66 45.873,97 1.621,50 405,68
22-oct-18 20.569,29 732,84 159,45 44.295,79 1.578,18 360,96 44.295,79 1.578,18 396,13
22-ene-19 19.856,27 713,03 153,97 42.760,30 1.535,49 348,54 42.760,30 1.535,49 382,50
22-abr-19 19.162,81 693,46 145,40 41.266,94 1.493,36 329,15 41.266,94 1.493,36 361,22
22-jul-19 18.488,33 674,48 141,88 39.814,45 1.452,49 321,18 39.814,45 1.452,49 352,48
22-oct-19 17.832,66 655,67 138,39 38.402,48 1.411,97 313,28 38.402,48 1.411,97 343,81
22-ene-20 17.194,72 637,94 133,48 37.028,68 1.373,80 302,17 37.028,68 1.373,80 331,61
22-abr-20 16.574,30 620,42 127,31 35.692,60 1.336,08 288,20 35.692,60 1.336,08 316,28
22-jul-20 15.970,74 603,56 122,71 34.392,84 1.299,76 277,80 34.392,84 1.299,76 304,86
22-oct-20 15.384,07 586,67 119,54 33.129,46 1.263,38 270,62 33.129,46 1.263,38 296,99
22-ene-21 14.814,02 570,05 115,15 31.901,87 1.227,59 260,68 31.901,87 1.227,59 286,08
22-abr-21 14.259,70 554,32 108,48 30.708,15 1.193,72 245,56 30.708,15 1.193,72 269,49
22-jul-21 13.721,08 538,62 105,58 29.548,23 1.159,91 239,00 29.548,23 1.159,91 262,29
22-oct-21 13.198,44 522,64 102,71 28.422,73 1.125,50 232,50 28.422,73 1.125,50 255,16
22-ene-22 12.691,00 507,44 98,79 27.329,97 1.092,77 223,65 27.329,97 1.092,77 245,44
22-abr-22 12.197,97 493,03 92,93 26.268,23 1.061,74 210,37 26.268,23 1.061,74 230,87
22-jul-22 11.719,37 478,60 90,31 25.237,57 1.030,66 204,45 25.237,57 1.030,66 224,37
22-oct-22 11.255,06 464,31 87,72 24.237,67 999,90 198,58 24.237,67 999,90 217,93
22-ene-23 10.804,37 450,69 84,25 23.267,12 970,56 190,72 23.267,12 970,56 209,30
22-abr-23 10.366,80 437,58 79,12 22.324,80 942,32 179,10 22.324,80 942,32 196,55
22-jul-23 9.942,10 424,69 76,75 21.410,23 914,57 173,75 21.410,23 914,57 190,68
22-oct-23 9.530,45 411,65 74,42 20.523,74 886,49 168,47 20.523,74 886,49 184,88
22-ene-24 9.131,29 399,16 71,34 19.664,15 859,59 161,49 19.664,15 859,59 177,23
22-abr-24 0,00 9.131,29 67,61 0,00 19.664,15 153,05 0,00 19.664,15 167,96
Totales 100.000,00 21.521,18 100.000,00 38.196,16 100.000,00 41.914,15,95.978,97 4.021,03 1.216,95
93.187,64 2.791,33 710,61
90.462,31 2.725,33 682,37
87.801,50 2.660,80 669,77
85.203,79 2.597,71 657,21
82.667,77 2.536,02 637,77
80.192,05 2.475,71 612,06
77.775,35 2.416,71 593,73
75.416,44 2.358,91 582,17
73.114,21 2.302,23 564,51
70.867,39 2.246,83 535,38
68.674,65 2.192,74 524,69
66.534,75 2.139,90 514,04
64.446,55 2.088,20 498,03
62.409,13 2.037,43 471,91
60.421,64 1.987,49 462,07
58.483,12 1.938,52 452,27
56.591,64 1.891,48 437,76
54.746,74 1.844,90 414,39
52.947,64 1.799,10 405,34
51.193,16 1.754,48 396,32
49.482,09 1.711,07 383,19
47.813,18 1.668,91 366,36
46.218,73 1.594,45 354,00
44.842,69 1.376,04 345,96
43.500,76 1.341,94 335,66
42.192,24 1.308,52 318,53
40.916,54 1.275,69 312,39
39.672,86 1.243,68 306,27
38.460,93 1.211,93 296,96
37.280,49 1.180,44 281,63
36.130,39 1.150,09 276,02
35.010,03 1.120,36 270,44
33.918,46 1.091,57 262,06
32.854,80 1.063,66 248,37
31.818,43 1.036,37 243,25
30.808,75 1.009,69 238,17
29.824,71 984,03 230,61
28.866,10 958,61 220,82
27.932,56 933,54 213,72
27.023,68 908,89 209,08
26.138,80 884,88 202,28
25.277,74 861,05 191,40
24.439,59 838,15 187,15
23.623,54 816,05 182,94
22.828,82 794,72 176,83
22.055,10 773,72 167,16
21.302,14 752,96 163,29
20.569,29 732,84 159,45
19.856,27 713,03 153,97
19.162,81 693,46 145,40
18.488,33 674,48 141,88
17.832,66 655,67 138,39
17.194,72 637,94 133,48
16.574,30 620,42 127,31
15.970,74 603,56 122,71
15.384,07 586,67 119,54
14.814,02 570,05 115,15
14.259,70 554,32 108,48
13.721,08 538,62 105,58
13.198,44 522,64 102,71
12.691,00 507,44 98,79
12.197,97 493,03 92,93
11.719,37 478,60 90,31
11.255,06 464,31 87,72
10.804,37 450,69 84,25
10.366,80 437,58 79,12
9.942,10 424,69 76,75
9.530,45 411,65 74,42
9.131,29 399,16 71,34
0,00 9.131,29 67,61,,100.000,00 0,00 1.277,37
100.000,00 0,00 778,30
100.000,00 0,00 769,75
100.000,00 0,00 778,30
100.000,00 0,00 786,86
100.000,00 0,00 786,86
100.000,00 0,00 778,30
100.000,00 0,00 778,30
100.000,00 0,00 786,86
100.000,00 0,00 786,86
100.000,00 0,00 769,75
100.000,00 0,00 778,30
100.000,00 0,00 786,86
100.000,00 0,00 786,86
100.000,00 0,00 769,75
100.000,00 0,00 778,30
100.000,00 0,00 786,86
100.000,00 0,00 786,86
100.000,00 0,00 769,75
100.000,00 0,00 778,30
100.000,00 0,00 786,86
100.000,00 0,00 786,86
100.000,00 0,00 778,30
99.531,63 468,37 778,30
96.568,35 2.963,28 783,17
93.678,50 2.889,85 759,85
90.860,61 2.817,89 721,09
88.113,42 2.747,20 707,17
85.435,15 2.678,26 693,33
82.825,28 2.609,88 672,25
80.283,20 2.542,07 637,55
77.806,48 2.476,72 624,85
75.393,80 2.412,69 612,22
73.043,10 2.350,70 593,24
70.752,52 2.290,58 562,25
68.520,71 2.231,81 550,67
66.346,36 2.174,35 539,16
64.227,25 2.119,11 522,05
62.162,89 2.064,36 499,88
60.152,53 2.010,36 483,82
58.195,25 1.957,28 473,31
56.289,67 1.905,58 457,91
54.435,40 1.854,27 433,29
52.630,44 1.804,96 423,67
50.873,10 1.757,35 414,13
49.161,67 1.711,43 400,30
47.495,47 1.666,20 378,42
45.873,97 1.621,50 369,66
44.295,79 1.578,18 360,96
42.760,30 1.535,49 348,54
41.266,94 1.493,36 329,15
39.814,45 1.452,49 321,18
38.402,48 1.411,97 313,28
37.028,68 1.373,80 302,17
35.692,60 1.336,08 288,20
34.392,84 1.299,76 277,80
33.129,46 1.263,38 270,62
31.901,87 1.227,59 260,68
30.708,15 1.193,72 245,56
29.548,23 1.159,91 239,00
28.422,73 1.125,50 232,50
27.329,97 1.092,77 223,65
26.268,23 1.061,74 210,37
25.237,57 1.030,66 204,45
24.237,67 999,90 198,58
23.267,12 970,56 190,72
22.324,80 942,32 179,10
21.410,23 914,57 173,75
20.523,74 886,49 168,47
19.664,15 859,59 161,49
0,00 19.664,15 153,05,,100.000,00 0,00 1.398,20
100.000,00 0,00 854,14
100.000,00 0,00 844,75
100.000,00 0,00 854,14
100.000,00 0,00 863,52
100.000,00 0,00 863,52
100.000,00 0,00 854,14
100.000,00 0,00 854,14
100.000,00 0,00 863,52
100.000,00 0,00 863,52
100.000,00 0,00 844,75
100.000,00 0,00 854,14
100.000,00 0,00 863,52
100.000,00 0,00 863,52
100.000,00 0,00 844,75
100.000,00 0,00 854,14
100.000,00 0,00 863,52
100.000,00 0,00 863,52
100.000,00 0,00 844,75
100.000,00 0,00 854,14
100.000,00 0,00 863,52
100.000,00 0,00 863,52
100.000,00 0,00 854,14
99.531,63 468,37 854,14
96.568,35 2.963,28 859,48
93.678,50 2.889,85 833,89
90.860,61 2.817,89 791,35
88.113,42 2.747,20 776,07
85.435,15 2.678,26 760,88
82.825,28 2.609,88 737,75
80.283,20 2.542,07 699,67
77.806,48 2.476,72 685,73
75.393,80 2.412,69 671,88
73.043,10 2.350,70 651,04
70.752,52 2.290,58 617,03
68.520,71 2.231,81 604,32
66.346,36 2.174,35 591,69
64.227,25 2.119,11 572,92
62.162,89 2.064,36 548,59
60.152,53 2.010,36 530,96
58.195,25 1.957,28 519,43
56.289,67 1.905,58 502,53
54.435,40 1.854,27 475,51
52.630,44 1.804,96 464,95
50.873,10 1.757,35 454,48
49.161,67 1.711,43 439,30
47.495,47 1.666,20 415,29
45.873,97 1.621,50 405,68
44.295,79 1.578,18 396,13
42.760,30 1.535,49 382,50
41.266,94 1.493,36 361,22
39.814,45 1.452,49 352,48
38.402,48 1.411,97 343,81
37.028,68 1.373,80 331,61
35.692,60 1.336,08 316,28
34.392,84 1.299,76 304,86
33.129,46 1.263,38 296,99
31.901,87 1.227,59 286,08
30.708,15 1.193,72 269,49
29.548,23 1.159,91 262,29
28.422,73 1.125,50 255,16
27.329,97 1.092,77 245,44
26.268,23 1.061,74 230,87
25.237,57 1.030,66 224,37
24.237,67 999,90 217,93
23.267,12 970,56 209,30
22.324,80 942,32 196,55
21.410,23 914,57 190,68
20.523,74 886,49 184,88
19.664,15 859,59 177,23
0,00 19.664,15 167,96
