AyT Kutxa Hipotecario I, F.T.A.
Flujos de caja por Bono con TACP del 6%
Constitución 25-may-06 Bonos 750.000.000 Bonos 1er periodo Resto periodos
Desembolso 31-may-06 Tramo A 700.100.000 Tramo A 3,021% 2,929%
1ª Fecha Pago 23-oct-06 Tramo B 28.900.000 Tramo B 3,171% 3,079%
Tramo C 21.000.000 Tramo C 3,471% 3,379%,,,,,
,Bonos del Tramo A,,Bonos del Tramo B,,Bonos del Tramo C
Fecha
Pago,Saldo Vivo Principal
al final periodo amortizado Intereses,,Saldo Vivo Principal
al final periodo amortizado Intereses,,Saldo Vivo Principal
al final periodo amortizado Intereses
23-oct-06 96.757,81 3.242,19 1.216,95 100.000,00 0,00 1.277,37 100.000,00 0,00 1.398,20
22-jul-14 43.005,71 1.131,01 326,78 92.612,42 2.435,61 739,76 92.612,42 2.435,61 811,84
22-oct-14 41.896,81 1.108,90 321,91 90.224,42 2.388,01 728,73 90.224,42 2.388,01 799,73
22-ene-15 40.809,34 1.087,47 313,61 87.882,56 2.341,86 709,94 87.882,56 2.341,86 779,11
22-abr-15 39.742,69 1.066,65 298,83 85.585,54 2.297,02 676,48 85.585,54 2.297,02 742,39
22-jul-15 38.696,55 1.046,14 294,25 83.332,68 2.252,86 666,11 83.332,68 2.252,86 731,02
22-oct-15 37.670,60 1.025,95 289,65 81.123,30 2.209,38 655,71 81.123,30 2.209,38 719,60
22-ene-16 36.663,99 1.006,61 281,97 78.955,58 2.167,72 638,32 78.955,58 2.167,72 700,52
22-abr-16 35.676,86 987,13 271,46 76.829,80 2.125,78 614,51 76.829,80 2.125,78 674,39
22-jul-16 34.709,18 967,68 264,15 74.745,91 2.083,89 597,97 74.745,91 2.083,89 656,23
22-oct-16 33.760,82 948,36 259,81 72.703,62 2.042,29 588,14 72.703,62 2.042,29 645,45
22-ene-17 32.831,38 929,44 252,71 70.702,09 2.001,54 572,07 70.702,09 2.001,54 627,81
22-abr-17 31.921,03 910,35 240,41 68.741,65 1.960,44 544,23 68.741,65 1.960,44 597,26
22-jul-17 31.028,98 892,05 236,34 66.820,63 1.921,02 535,02 66.820,63 1.921,02 587,15
22-oct-17 30.154,60 874,38 232,26 64.937,67 1.882,96 525,78 64.937,67 1.882,96 577,01
22-ene-18 29.297,26 857,34 225,71 63.091,40 1.846,28 510,97 63.091,40 1.846,28 560,75
22-abr-18 28.456,90 840,36 214,53 61.281,69 1.809,71 485,65 61.281,69 1.809,71 532,96
22-jul-18 27.633,55 823,35 210,69 59.508,62 1.773,07 476,96 59.508,62 1.773,07 523,43
22-oct-18 26.826,74 806,81 206,84 57.771,15 1.737,46 468,25 57.771,15 1.737,46 513,87
22-ene-19 26.036,41 790,33 200,80 56.069,19 1.701,96 454,58 56.069,19 1.701,96 498,87
22-abr-19 25.262,58 773,83 190,65 54.402,75 1.666,44 431,59 54.402,75 1.666,44 473,64
22-jul-19 24.504,80 757,78 187,04 52.770,88 1.631,87 423,42 52.770,88 1.631,87 464,67
22-oct-19 23.763,19 741,61 183,42 51.173,82 1.597,05 415,23 51.173,82 1.597,05 455,69
22-ene-20 23.036,62 726,57 177,87 49.609,16 1.564,66 402,66 49.609,16 1.564,66 441,90
22-abr-20 22.325,12 711,50 170,56 48.076,94 1.532,21 386,11 48.076,94 1.532,21 423,73
22-jul-20 21.628,11 697,01 165,29 46.575,94 1.501,00 374,18 46.575,94 1.501,00 410,64
22-oct-20 20.945,94 682,17 161,89 45.106,90 1.469,04 366,49 45.106,90 1.469,04 402,19
22-ene-21 20.278,54 667,40 156,79 43.669,66 1.437,24 354,93 43.669,66 1.437,24 389,51
22-abr-21 19.624,98 653,56 148,49 42.262,21 1.407,44 336,15 42.262,21 1.407,44 368,90
22-jul-21 18.985,50 639,47 145,30 40.885,11 1.377,10 328,93 40.885,11 1.377,10 360,98
22-oct-21 18.360,79 624,71 142,11 39.539,80 1.345,31 321,71 39.539,80 1.345,31 353,05
22-ene-22 17.750,05 610,74 137,43 38.224,58 1.315,22 311,12 38.224,58 1.315,22 341,43
22-abr-22 17.152,46 597,60 129,97 36.937,66 1.286,92 294,23 36.937,66 1.286,92 322,90
22-jul-22 16.568,31 584,15 126,99 35.679,70 1.257,96 287,49 35.679,70 1.257,96 315,50
22-oct-22 15.997,66 570,64 124,02 34.450,83 1.228,88 280,75 34.450,83 1.228,88 308,10
22-ene-23 15.439,85 557,81 119,75 33.249,59 1.201,23 271,08 33.249,59 1.201,23 297,49
22-abr-23 14.894,41 545,45 113,06 32.074,98 1.174,61 255,94 32.074,98 1.174,61 280,88
22-jul-23 14.361,24 533,17 110,28 30.926,81 1.148,17 249,64 30.926,81 1.148,17 273,96
22-oct-23 13.840,83 520,41 107,50 29.806,11 1.120,70 243,35 29.806,11 1.120,70 267,06
22-ene-24 13.332,63 508,20 103,60 28.711,70 1.094,41 234,53 28.711,70 1.094,41 257,38
22-abr-24 12.836,56 496,06 98,71 27.643,43 1.068,27 223,46 27.643,43 1.068,27 245,24
22-jul-24 12.351,88 484,68 95,04 26.599,67 1.043,76 215,15 26.599,67 1.043,76 236,11
22-oct-24 11.878,35 473,53 92,46 25.579,92 1.019,75 209,30 25.579,92 1.019,75 229,69
22-ene-25 11.416,11 462,24 88,91 24.584,48 995,44 201,28 24.584,48 995,44 220,89
22-abr-25 10.964,68 451,43 83,59 23.612,34 972,14 189,24 23.612,34 972,14 207,68
22-jul-25 10.524,14 440,54 81,18 22.663,65 948,69 183,78 22.663,65 948,69 201,68
22-oct-25 10.094,50 429,64 78,78 21.738,42 925,23 178,33 21.738,42 925,23 195,71
22-ene-26 9.674,73 419,77 75,56 20.834,45 903,98 171,05 20.834,45 903,98 187,72
22-abr-26 9.265,04 409,69 70,84 19.952,19 882,26 160,37 19.952,19 882,26 176,00
22-jul-26 0,00 9.265,04 68,60 0,00 19.952,19 155,29 0,00 19.952,19 170,42
Totales 100.000,00 25.208,46 100.000,00 44.321,81 100.000,00 48.636,64,96.757,81 3.242,19 1.216,95
94.490,29 2.267,53 716,38
92.262,51 2.227,78 691,91
90.073,83 2.188,68 683,10
87.923,61 2.150,22 674,22
85.811,23 2.112,38 658,13
83.736,07 2.075,16 635,33
81.697,57 2.038,50 619,97
79.695,24 2.002,33 611,52
77.728,69 1.966,56 596,54
75.797,31 1.931,38 569,17
73.900,45 1.896,86 561,19
72.037,52 1.862,93 553,16
70.208,02 1.829,51 539,22
68.411,63 1.796,38 514,10
66.648,18 1.763,46 506,51
64.917,28 1.730,89 498,88
63.217,51 1.699,77 485,92
61.549,02 1.668,49 462,91
59.911,60 1.637,42 455,70
58.304,60 1.607,00 448,45
56.727,28 1.577,31 436,42
55.178,87 1.548,41 420,00
53.658,75 1.520,13 408,54
52.166,95 1.491,80 401,65
50.702,63 1.464,32 390,48
49.265,46 1.437,17 371,27
47.855,22 1.410,23 364,75
46.471,39 1.383,83 358,21
45.290,10 1.181,30 347,85
44.136,72 1.153,38 331,64
43.005,71 1.131,01 326,78
41.896,81 1.108,90 321,91
40.809,34 1.087,47 313,61
39.742,69 1.066,65 298,83
38.696,55 1.046,14 294,25
37.670,60 1.025,95 289,65
36.663,99 1.006,61 281,97
35.676,86 987,13 271,46
34.709,18 967,68 264,15
33.760,82 948,36 259,81
32.831,38 929,44 252,71
31.921,03 910,35 240,41
31.028,98 892,05 236,34
30.154,60 874,38 232,26
29.297,26 857,34 225,71
28.456,90 840,36 214,53
27.633,55 823,35 210,69
26.826,74 806,81 206,84
26.036,41 790,33 200,80
25.262,58 773,83 190,65
24.504,80 757,78 187,04
23.763,19 741,61 183,42
23.036,62 726,57 177,87
22.325,12 711,50 170,56
21.628,11 697,01 165,29
20.945,94 682,17 161,89
20.278,54 667,40 156,79
19.624,98 653,56 148,49
18.985,50 639,47 145,30
18.360,79 624,71 142,11
17.750,05 610,74 137,43
17.152,46 597,60 129,97
16.568,31 584,15 126,99
15.997,66 570,64 124,02
15.439,85 557,81 119,75
14.894,41 545,45 113,06
14.361,24 533,17 110,28
13.840,83 520,41 107,50
13.332,63 508,20 103,60
12.836,56 496,06 98,71
12.351,88 484,68 95,04
11.878,35 473,53 92,46
11.416,11 462,24 88,91
10.964,68 451,43 83,59
10.524,14 440,54 81,18
10.094,50 429,64 78,78
9.674,73 419,77 75,56
9.265,04 409,69 70,84
0,00 9.265,04 68,60,,100.000,00 0,00 1.277,37
100.000,00 0,00 778,30
100.000,00 0,00 769,75
100.000,00 0,00 778,30
100.000,00 0,00 786,86
100.000,00 0,00 786,86
100.000,00 0,00 778,30
100.000,00 0,00 778,30
100.000,00 0,00 786,86
100.000,00 0,00 786,86
100.000,00 0,00 769,75
100.000,00 0,00 778,30
100.000,00 0,00 786,86
100.000,00 0,00 786,86
100.000,00 0,00 769,75
100.000,00 0,00 778,30
100.000,00 0,00 786,86
100.000,00 0,00 786,86
100.000,00 0,00 769,75
100.000,00 0,00 778,30
100.000,00 0,00 786,86
100.000,00 0,00 786,86
100.000,00 0,00 778,30
100.000,00 0,00 778,30
100.000,00 0,00 786,86
100.000,00 0,00 786,86
100.000,00 0,00 769,75
100.000,00 0,00 778,30
100.000,00 0,00 786,86
97.531,82 2.468,18 786,86
95.048,04 2.483,79 750,75
92.612,42 2.435,61 739,76
90.224,42 2.388,01 728,73
87.882,56 2.341,86 709,94
85.585,54 2.297,02 676,48
83.332,68 2.252,86 666,11
81.123,30 2.209,38 655,71
78.955,58 2.167,72 638,32
76.829,80 2.125,78 614,51
74.745,91 2.083,89 597,97
72.703,62 2.042,29 588,14
70.702,09 2.001,54 572,07
68.741,65 1.960,44 544,23
66.820,63 1.921,02 535,02
64.937,67 1.882,96 525,78
63.091,40 1.846,28 510,97
61.281,69 1.809,71 485,65
59.508,62 1.773,07 476,96
57.771,15 1.737,46 468,25
56.069,19 1.701,96 454,58
54.402,75 1.666,44 431,59
52.770,88 1.631,87 423,42
51.173,82 1.597,05 415,23
49.609,16 1.564,66 402,66
48.076,94 1.532,21 386,11
46.575,94 1.501,00 374,18
45.106,90 1.469,04 366,49
43.669,66 1.437,24 354,93
42.262,21 1.407,44 336,15
40.885,11 1.377,10 328,93
39.539,80 1.345,31 321,71
38.224,58 1.315,22 311,12
36.937,66 1.286,92 294,23
35.679,70 1.257,96 287,49
34.450,83 1.228,88 280,75
33.249,59 1.201,23 271,08
32.074,98 1.174,61 255,94
30.926,81 1.148,17 249,64
29.806,11 1.120,70 243,35
28.711,70 1.094,41 234,53
27.643,43 1.068,27 223,46
26.599,67 1.043,76 215,15
25.579,92 1.019,75 209,30
24.584,48 995,44 201,28
23.612,34 972,14 189,24
22.663,65 948,69 183,78
21.738,42 925,23 178,33
20.834,45 903,98 171,05
19.952,19 882,26 160,37
0,00 19.952,19 155,29,,100.000,00 0,00 1.398,20
100.000,00 0,00 854,14
100.000,00 0,00 844,75
100.000,00 0,00 854,14
100.000,00 0,00 863,52
100.000,00 0,00 863,52
100.000,00 0,00 854,14
100.000,00 0,00 854,14
100.000,00 0,00 863,52
100.000,00 0,00 863,52
100.000,00 0,00 844,75
100.000,00 0,00 854,14
100.000,00 0,00 863,52
100.000,00 0,00 863,52
100.000,00 0,00 844,75
100.000,00 0,00 854,14
100.000,00 0,00 863,52
100.000,00 0,00 863,52
100.000,00 0,00 844,75
100.000,00 0,00 854,14
100.000,00 0,00 863,52
100.000,00 0,00 863,52
100.000,00 0,00 854,14
100.000,00 0,00 854,14
100.000,00 0,00 863,52
100.000,00 0,00 863,52
100.000,00 0,00 844,75
100.000,00 0,00 854,14
100.000,00 0,00 863,52
97.531,82 2.468,18 863,52
95.048,04 2.483,79 823,90
92.612,42 2.435,61 811,84
90.224,42 2.388,01 799,73
87.882,56 2.341,86 779,11
85.585,54 2.297,02 742,39
83.332,68 2.252,86 731,02
81.123,30 2.209,38 719,60
78.955,58 2.167,72 700,52
76.829,80 2.125,78 674,39
74.745,91 2.083,89 656,23
72.703,62 2.042,29 645,45
70.702,09 2.001,54 627,81
68.741,65 1.960,44 597,26
66.820,63 1.921,02 587,15
64.937,67 1.882,96 577,01
63.091,40 1.846,28 560,75
61.281,69 1.809,71 532,96
59.508,62 1.773,07 523,43
57.771,15 1.737,46 513,87
56.069,19 1.701,96 498,87
54.402,75 1.666,44 473,64
52.770,88 1.631,87 464,67
51.173,82 1.597,05 455,69
49.609,16 1.564,66 441,90
48.076,94 1.532,21 423,73
46.575,94 1.501,00 410,64
45.106,90 1.469,04 402,19
43.669,66 1.437,24 389,51
42.262,21 1.407,44 368,90
40.885,11 1.377,10 360,98
39.539,80 1.345,31 353,05
38.224,58 1.315,22 341,43
36.937,66 1.286,92 322,90
35.679,70 1.257,96 315,50
34.450,83 1.228,88 308,10
33.249,59 1.201,23 297,49
32.074,98 1.174,61 280,88
30.926,81 1.148,17 273,96
29.806,11 1.120,70 267,06
28.711,70 1.094,41 257,38
27.643,43 1.068,27 245,24
26.599,67 1.043,76 236,11
25.579,92 1.019,75 229,69
24.584,48 995,44 220,89
23.612,34 972,14 207,68
22.663,65 948,69 201,68
21.738,42 925,23 195,71
20.834,45 903,98 187,72
19.952,19 882,26 176,00
0,00 19.952,19 170,42
